snp-dists 0.6.3,SIML_2017_04,MD_7_B2,MD_6_A8,MD_6_D11,SG19_233_Sal,ISLHD_2017_16_S87,ISLHD_2018_16_S105,MD_6_G10,SIML_2019_06,ISLHD_2018_17_S106,MD_6_F10,ISLHD_2019_20,ISLHD_2018_4_S93,ISLHD_2017_12_S83,ISLHD_2017_1_S76,Seagull_18_220_S109,SG19_238_Sal,Seagull_18_206_S47,MD_6_G9,ISLHD_2019_14,SIML_2017_07,ISLHD_2018_11_S100,MD_6_G11,SIML_2017_21,SIML_2019_14,ISLHD_2017_10_S81,MD_7_D2,MD_7_F2,ISLHD_2017_6_S119,ISLHD_2018_2_S91,MD_6_A11,SIML_2017_16,Seagull_18_255_S68,MD_6_E8,Seagull_18_163_1_S37,Seagull_18_172_S40,ISLHD_2019_17,W_1_D11,MD_7_G1,SG19_397_Sal,SG19_084_Sal,ISLHD_2019_30,W_1_F11,SIML_2017_13,SG19_284_Sal,ISLHD_2018_15_S104,ISLHD_2019_09,W_1_C11,SG19_288_Sal,MD_6_H10,MD_7_H2,ISLHD_2019_06,W_1_H11,MD_6_D9,SG19_182_Sal,SG19_298_Sal,SIML_2017_24,ISLHD_2019_27,SIML_2017_17,MD_6_H8,ISLHD_2017_14_S85,ISLHD_2019_15,MD_6_C10,SIML_2017_22,MD_6_B9,SIML_2017_18,ISLHD_2017_9_S80,ISLHD_2019_29,MD_6_C9,ISLHD_2019_28,SG19_380_Sal,MD_6_C12,MD_6_H11,SIML_2019_09,MD_6_F12,ISLHD_2018_5_S94,SG19_334_Sal,ISLHD_2019_03,MD_7_A2,Seagull_18_96_1_S14,ISLHD_2017_11_S82,MD_7_A1,ISLHD_2019_22,Seagull_18_124_1_S26,SIML_2019_04,ISLHD_2019_19,SIML_2017_02,SIML_2017_10,SG19_269_Sal,ISLHD_2018_6_S95,ISLHD_2017_8_S79,ISLHD_2017_2_S116,ISLHD_2017_18_S89,SIML_2017_08,W_1_B11,SIML_2019_11,SIML_2017_01,ISLHD_2017_7_S78,SIML_2019_15,MD_6_H9,SG19_171_Sal,MD_6_A9,SIML_2017_05,MD_7_G2,Seagull_18_240_1_S58,ISLHD_2019_18,MD_7_F1,ISLHD_2019_16,ISLHD_2019_10,ISLHD_2019_08,Seagull_18_132_1_S29,ISLHD_2018_10_S99,SIML_2019_13,W_1_G11,Seagull_18_90_1_S9,ISLHD_2017_15_S86,ISLHD_2019_23,ISLHD_2018_3_S92,SG19_400_Sal,SG19_116_05_E_coli,ISLHD_2017_3_S117,MD_6_B12,ISLHD_2018_12_S101,MD_6_B8,Seagull_18_165_S107,MD_6_A12,MD_6_E12,MD_6_B10,ISLHD_2018_9_S98,MD_6_F9,ISLHD_2019_01,ISLHD_2019_11,MD_7_A3,ISLHD_2017_17_S88,SIML_2019_07,ISLHD_2019_12,ISLHD_2018_8_S97,MD_6_C8,MD_6_E11,W_1_E11,SIML_2019_08,ISLHD_2017_5_S77,MD_6_D8,ISLHD_2019_13,MD_7_C2,MD_7_C1,MD_7_E2,MD_6_D12,MD_6_E9,MD_6_E10,ISLHD_2017_13_S84,SIML_2017_23,ISLHD_2019_07,SG19_116_Sal,SIML_2017_14,SIML_2019_03,ISLHD_2019_24,ISLHD_2018_7_S96,SIML_2019_10,SIML_2019_12,SIML_2017_06,SG19_292_Sal,ISLHD_2019_21,SIML_2017_15,SG19_327_Sal,ISLHD_2017_4_S118,SIML_2017_09,SIML_2017_03,MD_6_C11,Seagull_18_100_1_S16,ISLHD_2019_05,ISLHD_2019_04,SIML_2017_11,ISLHD_2018_13_S102,Seagull_18_117_1_S21,ISLHD_2019_02,MD_6_F8,ISLHD_2019_25,SIML_2017_19,ISLHD_2018_14_S103,MD_6_H7,MD_6_G8,MD_6_F11,SIML_2019_05,MD_6_B11,MD_7_B1,Seagull_18_190_1_S42,SIML_2019_02,ISLHD_2018_1_S90,MD_7_D1,ISLHD_2019_26
SIML_2017_09,27039,27037,27034,27034,28335,26970,27041,27033,27842,32579,27036,27547,29069,28142,28956,27275,28298,27275,27034,27143,29068,26953,39941,39259,30001,34345,27150,32689,29979,272,27034,29036,27275,27024,27276,27276,33813,33819,32688,33164,30113,30008,33814,33805,29935,27003,33819,28025,30119,32340,30007,27029,32577,39054,28410,33831,33930,30001,27153,35825,27642,27162,27038,27051,27147,27038,27038,267,39054,27086,26967,27036,27034,29070,29998,27348,28339,28132,27035,29152,26971,27034,39068,39025,29068,39689,29906,114,40176,28253,39114,27550,27085,40239,30569,27088,29036,130,28138,27614,27055,27033,27092,29907,27276,28138,27037,32578,28728,27041,30550,26965,27087,27705,27275,29073,28133,27085,26967,28335,26970,27150,32582,27036,27276,28014,29998,27037,27040,32581,29912,32581,32757,28137,39375,33808,27026,27032,27037,28026,26984,28141,27036,33815,27034,27151,35825,32688,28017,35826,28138,26952,40239,28335,33684,130701,27318,26963,29070,29058,27038,33165,26965,29068,34155,39628,0,27049,27051,27097,29905,29928,32718,34168,27275,27047,27726,27431,27041,28132,27032,27033,36243,26967,27033,34160,27389,27569,27047,29998,28798
SIML_2017_03,14505,297,289,289,27646,377,296,288,26180,32328,296,28410,28297,28008,27310,542,1569,542,289,398,28296,355,39591,38974,28556,33752,410,32576,29897,27019,289,28262,542,14480,543,543,33846,33852,32575,32963,28668,28565,33847,33828,29785,416,33852,26953,28674,31975,28562,284,32326,38963,27776,33863,33757,28556,408,35688,28508,417,298,2,402,293,293,27006,38963,536,374,296,289,28300,28553,26231,27650,28008,290,28094,378,289,38974,38840,28296,39477,29823,27163,39913,27551,39014,28413,491,39830,30075,8561,28262,27170,28004,28478,312,288,542,29824,543,28004,292,32327,26978,14507,30009,372,537,26161,542,28300,28003,493,374,27646,420,405,32331,296,543,26819,28553,297,296,32330,29829,32330,32645,28003,39381,33831,14492,14498,297,26954,436,28006,296,33848,289,411,35688,32575,26822,35689,28004,354,39830,27646,33235,130420,27554,367,28300,28286,293,32964,374,28296,33567,39241,27049,0,94,547,29822,29778,32603,33578,542,16,26181,27667,296,27998,14498,288,36108,374,288,33572,656,28432,16,28553,28106
MD_6_C11,14505,297,289,289,27646,377,296,288,26180,32330,296,28414,28297,28006,27310,542,1569,542,289,398,28296,355,39592,38975,28556,33752,410,32576,29897,27021,289,28262,542,14480,543,543,33846,33852,32575,32963,28668,28565,33847,33828,29785,416,33852,26953,28674,31975,28562,284,32328,38965,27778,33863,33757,28556,408,35694,28512,417,298,96,402,293,293,27008,38965,536,374,296,289,28300,28553,26231,27650,28006,290,28096,378,289,38976,38842,28296,39478,29823,27165,39915,27551,39016,28417,491,39832,30075,8561,28262,27172,28002,28482,312,288,542,29824,543,28002,292,32329,26982,14507,30009,372,537,26161,542,28300,28001,493,374,27646,420,405,32333,296,543,26819,28553,297,296,32332,29829,32332,32645,28001,39381,33831,14492,14498,297,26954,436,28004,296,33848,289,411,35694,32575,26822,35695,28002,354,39832,27646,33235,130421,27554,367,28300,28286,293,32964,374,28296,33567,39242,27051,94,0,547,29822,29778,32603,33578,542,92,26181,27667,296,27996,14498,288,36114,374,288,33572,656,28436,92,28553,28104
Seagull_18_100_1_S16,14558,540,532,532,27696,476,539,531,26228,32384,539,28471,28349,28062,27368,785,1583,785,532,413,28348,450,39424,39030,28612,33807,425,32402,29949,27067,532,28314,785,14533,786,786,33676,33682,32401,33019,28496,28621,33677,33658,29837,511,33682,26783,28502,31800,28618,527,32382,39023,27830,33693,33584,28612,423,35747,28569,432,541,549,417,536,536,27054,39023,23,471,539,532,28352,28609,26283,27700,28062,533,28149,477,532,39034,38898,28348,39537,29875,26983,39746,27381,39074,28474,358,39659,29884,8385,28314,26990,28058,28539,555,531,29,29876,786,28058,535,32383,27043,14560,30067,469,24,26215,785,28352,28057,364,471,27696,161,420,32387,539,786,26871,28609,540,539,32386,29881,32386,32471,28057,39435,33661,14545,14551,540,26784,161,28060,539,33678,532,426,35747,32401,26874,35748,28058,449,39659,27696,33289,130230,27614,462,28352,28338,536,33020,471,28348,33622,39299,27097,547,547,0,29874,29830,32429,33633,785,545,26235,27499,539,28052,14551,531,36167,471,531,33627,671,28493,545,28609,28161
ISLHD_2019_05,29546,29813,29806,29806,30048,29753,29816,29806,29428,31072,29812,30928,30661,29943,29849,30047,31064,30047,29807,29918,30660,29730,38498,38063,28660,32236,29926,31885,87,29875,29807,30623,30047,29531,30048,30048,32808,32814,31884,32111,28772,28669,32809,32800,460,29775,32814,28405,28778,30605,28666,29804,31070,38717,30860,32826,32566,28661,29923,35795,31017,29935,29814,29824,29920,29811,29811,29866,38717,29863,29748,29812,29807,30664,28657,28680,30052,29933,29808,30006,29754,29807,38734,38438,30660,39357,11,30019,38386,29942,38781,30931,29866,38492,31234,30048,30623,30026,29939,30989,29829,29806,29869,12,30048,29939,29810,31071,30522,29548,30648,29746,29862,29426,30047,30667,29936,29866,29748,30048,29747,29923,31075,29812,30048,29651,28657,29813,29813,31074,17,31074,31950,29938,38807,32803,29532,29539,29813,28406,29763,29944,29812,32810,29807,29927,35795,31884,29654,35796,29939,29729,38492,30048,32236,130468,29891,29740,30664,30650,29813,32112,29750,30660,32047,38229,29905,29822,29822,29874,0,453,31913,32058,30047,29820,29454,30004,29814,29933,29539,29806,36210,29746,29806,32053,30161,30952,29820,28657,30374
ISLHD_2019_04,29540,29769,29762,29762,30011,29709,29772,29762,29412,31116,29768,30850,30629,29932,29877,30003,31020,30003,29763,29874,30628,29686,38575,38096,28733,32278,29882,31944,530,29898,29763,30591,30003,29525,30004,30004,32859,32865,31943,32156,28845,28742,32860,32851,25,29731,32865,28396,28851,30658,28739,29760,31114,38764,30856,32877,32634,28734,29879,35772,30939,29891,29770,29780,29876,29767,29767,29889,38764,29819,29704,29768,29763,30632,28730,28690,30015,29922,29764,29976,29710,29763,38781,38479,30628,39407,454,30042,38443,29959,38828,30853,29822,38544,31223,30008,30591,30049,29928,30911,29785,29762,29825,455,30004,29928,29766,31115,30530,29542,30600,29702,29818,29392,30003,30635,29925,29822,29704,30011,29703,29879,31119,29768,30004,29637,28730,29769,29769,31118,460,31118,32009,29927,38837,32854,29526,29533,29769,28397,29719,29933,29768,32861,29763,29883,35772,31943,29640,35773,29928,29685,38544,30011,32299,130502,29886,29696,30632,30618,29769,32157,29706,30628,32089,38277,29928,29778,29778,29830,453,0,31972,32100,30003,29776,29420,29999,29770,29922,29533,29762,36187,29702,29762,32095,30117,30874,29776,28730,30351
SIML_2017_11,32394,32595,32588,32588,33200,32532,32597,32587,33008,28968,32594,34180,32712,32200,34087,32837,33616,32837,32588,32471,32711,32507,37653,37536,33132,30423,32480,116,31989,32690,32588,32676,32837,32379,32838,32838,28446,28454,115,28156,33017,33139,28447,28440,31979,32558,28454,33609,33024,28885,33138,32585,28966,37332,33633,28464,28508,33132,32479,36839,34275,32490,32596,32605,32473,32592,32592,32678,37332,32418,32526,32594,32588,32715,33129,33183,33204,32190,32589,32963,32531,32588,37346,37199,32711,37652,31914,32604,37008,32834,37393,34183,32415,37086,34055,32430,32676,32611,32196,34245,32610,32587,32424,31915,32838,32196,32591,28967,32978,32396,34067,32524,32419,32461,32837,32718,32191,32417,32526,33200,32530,32476,28971,32594,32838,32765,33129,32595,32595,28970,31920,28970,186,32195,37488,28443,32381,32385,32595,33610,32546,32199,32594,28450,32588,32481,36839,115,32768,36840,32196,32506,37086,33200,29144,130287,33204,32519,32715,32701,32594,28157,32523,32711,30231,37716,32718,32603,32603,32429,31913,31972,0,30244,32837,32601,32481,33089,32595,32190,32385,32587,37250,32526,32587,30236,32723,34204,32601,33129,33364
ISLHD_2018_13_S102,33604,33569,33564,33564,34432,33513,33571,33563,33924,31523,33568,34508,33505,33246,33924,33803,34824,33803,33564,33673,33504,33487,37138,36664,34054,226,33682,30216,32135,34141,33564,33468,33803,33591,33804,33804,30662,30670,30215,28018,34166,34061,30663,30656,32105,33533,30670,34045,34174,30872,34060,33559,31521,36885,33362,30681,30543,34055,33681,37116,34599,33690,33570,33580,33677,33568,33568,34127,36885,33622,33508,33568,33564,33508,34051,34077,34436,33236,33565,33803,33514,33564,36898,36567,33504,36496,32059,34282,37278,33909,36947,34511,33618,37365,34695,33643,33468,34289,33242,34569,33584,33563,33628,32060,33804,33242,33567,31522,35163,33608,34214,33506,33621,33509,33803,33511,33243,33626,33508,34432,33506,33680,31526,33568,33804,33935,34051,33569,33571,31525,32065,31525,30281,33241,37579,30659,33593,33597,33569,34046,33522,33245,33568,30666,33564,33683,37116,30215,33938,37117,33242,33486,37365,34432,28220,129827,33898,33497,33508,33494,33568,28019,33506,33504,45,37278,34168,33578,33578,33633,32058,32100,30244,0,33803,33576,33532,34011,33571,33238,33597,33563,37534,33506,33563,51,33917,34533,33576,34051,35093
Seagull_18_117_1_S21,14741,503,495,495,27882,619,502,494,26413,32563,502,28650,28525,28246,27542,0,1774,0,495,604,28524,593,39822,39204,28787,33977,616,32810,30122,27245,495,28490,0,14716,1,1,34079,34085,32809,33196,28899,28796,34080,34061,30010,654,34085,27189,28905,32207,28793,490,32561,39188,28013,34096,33988,28787,614,35927,28748,623,504,544,608,499,499,27232,39188,774,614,502,495,28528,28784,26461,27886,28246,496,28328,620,495,39199,39061,28524,39704,30048,27389,40142,27788,39239,28653,729,40059,30309,8796,28490,27396,28242,28718,518,494,780,30049,1,28242,498,32562,27214,14743,30242,612,775,26398,0,28528,28241,735,614,27882,658,611,32566,502,1,27054,28784,503,502,32565,30054,32565,32879,28241,39604,34064,14728,14734,503,27190,674,28244,502,34081,495,617,35927,32809,27057,35928,28242,592,40059,27882,33468,130646,27788,605,28528,28514,499,33197,614,28524,33792,39466,27275,542,542,785,30047,30003,32837,33803,0,540,26418,27901,502,28236,14734,494,36347,614,494,33797,114,28672,540,28784,28337
ISLHD_2019_02,14503,295,287,287,27644,375,294,286,26178,32326,294,28408,28295,28006,27308,540,1567,540,287,396,28294,353,39589,38972,28554,33750,408,32574,29895,27017,287,28260,540,14478,541,541,33844,33850,32573,32961,28666,28563,33845,33826,29783,414,33850,26951,28672,31973,28560,282,32324,38963,27774,33861,33755,28554,406,35688,28506,415,296,18,400,291,291,27004,38963,534,372,294,287,28298,28551,26229,27648,28006,288,28092,376,287,38974,38840,28294,39477,29821,27161,39911,27549,39014,28411,489,39828,30073,8559,28260,27168,28002,28476,310,286,540,29822,541,28002,290,32325,26976,14505,30007,370,535,26159,540,28298,28001,491,372,27644,418,403,32329,294,541,26817,28551,295,294,32328,29827,32328,32643,28001,39379,33829,14490,14496,295,26952,434,28004,294,33846,287,409,35688,32573,26820,35689,28002,352,39828,27644,33233,130420,27552,365,28298,28284,291,32962,372,28294,33565,39239,27047,16,92,545,29820,29776,32601,33576,540,0,26179,27665,294,27996,14496,286,36108,372,286,33570,654,28430,12,28551,28104
MD_6_F8,25795,26179,26172,26172,27638,26107,26179,26171,25760,32443,26178,28797,28064,28026,27265,26418,27436,26418,26172,26281,28063,26087,39729,39186,29763,33715,26292,32451,29529,27697,26172,28031,26418,25780,26419,26419,33642,33648,32450,32990,29875,29772,33643,33634,29429,26135,33648,27909,29881,32274,29769,26167,32441,39006,26559,33660,33883,29764,26291,35688,28888,26300,26180,26183,26285,26176,26176,27684,39006,26224,26101,26178,26172,28067,29760,26122,27642,28016,26173,27954,26106,26172,39017,38746,28063,39507,29455,27840,39929,27193,39070,28800,26222,39957,30036,26064,28031,27847,28022,28858,26193,26171,26230,29456,26419,28022,26175,32442,27445,25797,30462,26101,26225,219,26418,28070,28023,26222,26101,27638,26108,26288,32446,26178,26419,27097,29760,26179,26179,32445,29461,32445,32514,28021,39421,33637,25782,25788,26179,27910,26124,28027,26178,33644,26172,26293,35688,32450,27100,35689,28022,26086,39957,27638,33247,130721,27522,26098,28067,28053,26176,32991,26104,28063,33521,39452,27726,26181,26181,26235,29454,29420,32481,33532,26418,26179,0,27635,26178,28014,25788,26171,36108,26101,26171,33527,26532,28819,26179,29760,28028
ISLHD_2019_25,27470,27653,27650,27650,28279,27598,27659,27649,27906,33171,27652,29700,29350,28260,28314,27901,28680,27901,27650,27533,29349,27572,39653,39240,29243,34193,27538,33061,30078,27399,27650,29307,27901,27457,27902,27902,34435,34443,33060,33518,29128,29250,34436,34429,30006,27623,34443,27981,29137,32779,29249,27647,33169,39358,28631,34455,34202,29243,27539,36297,29795,27550,27654,27669,27535,27654,27654,27390,39358,27488,27592,27652,27650,29353,29240,27336,28283,28250,27651,29028,27599,27650,39368,39411,29347,40081,30005,27317,39662,28487,39418,29703,27477,39795,29853,27367,29307,27324,28256,29763,27677,27649,27494,30006,27902,28256,27653,33170,28518,27474,30942,27591,27487,27613,27901,29355,28251,27485,27592,28279,27600,27538,33174,27652,27902,27918,29240,27653,27657,33173,30011,33173,33129,28255,39999,34432,27459,27463,27653,27982,27614,28259,27652,34439,27650,27539,36297,33060,27921,36298,28256,27571,39795,28279,34283,130442,115,27582,29353,29339,27656,33519,27593,29349,34000,39910,27431,27667,27667,27499,30004,29999,33089,34011,27901,27665,27635,0,27657,28250,27463,27649,36720,27591,27649,34006,27787,29722,27665,29240,29514
SIML_2017_19,14496,57,29,29,27643,373,64,28,26174,32324,56,28408,28287,28005,27303,502,1309,502,29,170,28286,347,39589,38968,28549,33745,170,32568,29889,27011,29,28252,502,14471,503,503,33843,33849,32567,32958,28661,28558,33844,33825,29777,408,33849,26947,28667,31966,28555,56,32322,38957,27770,33860,33754,28549,144,35689,28506,185,58,298,142,33,33,26998,38957,528,368,56,29,28290,28546,26222,27647,28005,30,28088,374,29,38968,38834,28286,39471,29815,27155,39908,27550,39008,28411,483,39826,30067,8553,28252,27162,28001,28476,168,28,534,29816,503,28001,32,32323,26982,14498,30004,366,529,26158,502,28290,28000,489,368,27643,412,145,32327,56,503,26813,28546,57,38,32326,29821,32326,32637,28000,39371,33828,14483,14489,57,26948,428,28003,56,33845,29,171,35689,32567,26816,35690,28001,346,39826,27643,33227,130422,27544,359,28290,28276,65,32959,368,28286,33560,39233,27041,296,296,539,29814,29770,32595,33571,502,294,26178,27657,0,27995,14489,28,36109,368,28,33565,616,28430,294,28546,28102
ISLHD_2018_14_S103,27805,27995,27988,27988,28670,27928,27995,27987,28769,32168,27994,29998,29372,96,29126,28236,29254,28236,27988,28097,29371,27905,39225,38769,30234,33418,28108,32162,30006,28106,27988,29332,28236,27780,28237,28237,33589,33595,32161,33217,30347,30243,33590,33571,29929,27960,33595,28190,30356,32005,30240,27983,32166,39166,29172,33607,33583,30234,28107,35875,30090,28116,27996,28000,28101,27992,27992,28093,39166,28041,27923,27994,27988,29375,30231,27894,28674,100,27989,29687,27929,27988,39177,39083,29371,39678,29934,28246,39621,28702,39215,30001,28038,39617,30310,27916,29332,28255,92,30060,28011,27987,28047,29935,28237,92,27991,32167,29154,27807,30738,27921,28042,27989,28236,29377,203,28041,27923,28670,27925,28104,32171,27994,28237,28305,30231,27995,27995,32170,29940,32170,32229,91,39295,33574,27792,27797,27995,28191,27941,97,27994,33591,27988,28109,35875,32161,28308,35876,92,27904,39617,28670,33630,130369,28137,27915,29375,29361,27992,33218,27923,29371,33227,39834,28132,27998,27996,28052,29933,29922,32190,33238,28236,27996,28014,28250,27995,0,27797,27987,36294,27923,27987,33232,28350,30022,27996,30231,29688
MD_6_H7,65,14489,14482,14482,27181,14424,14490,14481,26048,32133,14488,28109,27672,27807,26627,14734,15754,14734,14482,14592,27671,14400,39557,38827,28611,33771,14602,32358,29613,27002,14482,27635,14734,44,14735,14735,33591,33597,32357,32731,28723,28620,33592,33583,29540,14453,33597,26686,28731,31913,28617,14478,32131,38810,27347,33608,33532,28611,14600,35831,28206,14609,14490,14500,14595,14486,14486,26990,38810,14540,14421,14488,14482,27675,28608,25452,27185,27797,14483,27913,14425,14482,38821,38701,27671,39293,29540,27146,39833,27336,38870,28112,14535,39859,29671,14169,27635,27153,27803,28176,14506,14481,14546,29541,14735,27803,14485,32132,26266,43,29894,14419,14539,25767,14734,27675,27804,14540,14421,27181,14424,14598,32136,14488,14735,26525,28608,14489,14490,32135,29546,32135,32426,27802,39325,33586,28,0,14489,26687,14440,27805,14488,33593,14482,14603,35831,32357,26528,35832,27803,14399,39859,27181,33300,130370,27350,14412,27675,27661,14487,32732,14421,27671,33586,39027,27032,14498,14498,14551,29539,29533,32385,33597,14734,14496,25788,27463,14489,27797,0,14481,36251,14419,14481,33591,14848,28130,14496,28608,27728
MD_6_G8,14488,49,1,1,27635,365,56,0,26166,32316,48,28400,28279,27997,27295,494,1281,494,1,162,28278,339,39581,38960,28541,33737,162,32560,29881,27003,1,28244,494,14463,495,495,33835,33841,32559,32950,28653,28550,33836,33817,29769,400,33841,26938,28659,31958,28547,48,32314,38949,27762,33852,33746,28541,140,35681,28498,177,50,290,114,5,5,26990,38949,520,360,48,1,28282,28538,26214,27639,27997,2,28080,366,1,38960,38826,28278,39463,29807,27147,39900,27542,39000,28403,475,39818,30059,8545,28244,27154,27993,28468,160,0,526,29808,495,27993,4,32315,26974,14490,29996,358,521,26151,494,28282,27992,481,360,27635,404,117,32319,48,495,26805,28538,49,30,32318,29813,32318,32629,27992,39363,33820,14475,14481,49,26939,420,27995,48,33837,1,163,35681,32559,26808,35682,27993,338,39818,27635,33219,130417,27536,351,28282,28268,57,32951,360,28278,33552,39225,27033,288,288,531,29806,29762,32587,33563,494,286,26171,27649,28,27987,14481,0,36101,360,0,33557,608,28422,286,28538,28094
MD_6_F11,36259,36109,36101,36101,35906,36041,36109,36101,35944,36377,36108,36776,36011,36304,36199,36347,37364,36347,36102,36211,36010,36024,42557,42046,37539,37709,36222,37223,36287,36210,36102,35979,36347,36242,36348,36348,37704,37712,37222,37098,37650,37548,37705,37698,36194,36069,37712,36610,37657,37018,37545,36097,36375,42127,35944,37724,37249,37539,36221,450,36872,36230,36110,36110,36215,36106,36104,36203,42127,36156,36039,36108,36102,36012,37536,36300,35910,36294,36103,36387,36040,36102,42142,41887,36009,41523,36211,36357,41694,36430,42192,36777,36158,41921,35896,36525,35979,36364,36300,36842,36121,36101,36162,36212,36348,36300,36105,36376,36244,36261,35081,36038,36157,36084,36347,36017,36296,36154,36039,35906,36040,36218,36380,36108,36348,36633,37536,36109,36109,36379,36217,36379,37290,36299,42038,37701,36246,36251,36109,36611,36056,36303,36108,37708,36102,36223,450,37222,36636,451,36300,36023,41921,35906,37840,131489,36607,36034,36012,36000,36106,37099,36038,36010,37521,41849,36243,36108,36114,36167,36210,36187,37250,37534,36347,36108,36108,36720,36109,36294,36251,36101,0,36040,36101,37527,36461,36802,36108,37536,36764
SIML_2019_05,14426,369,361,361,27567,53,368,360,26103,32253,368,28337,28215,27933,27235,614,1641,614,361,470,28214,219,39519,38898,28480,33680,482,32499,29821,26937,361,28180,614,14401,615,615,33771,33777,32498,32888,28592,28489,33772,33753,29709,340,33777,26874,28598,31898,28486,356,32251,38893,27702,33788,33682,28480,478,35620,28435,487,370,376,474,365,365,26924,38893,460,2,368,361,28218,28477,26153,27571,27933,362,28020,54,361,38904,38769,28214,39402,29747,27081,39841,27476,38944,28340,355,39752,30001,8479,28180,27088,27929,28405,384,360,466,29748,615,27929,364,32252,26909,14428,29935,6,459,26081,614,28218,27928,169,2,27567,344,477,32256,368,615,26742,28477,369,368,32255,29753,32255,32568,27928,39304,33756,14413,14419,369,26875,360,27931,368,33773,361,483,35620,32498,26745,35621,27929,218,39752,27567,33155,130349,27478,231,28218,28204,365,32889,48,28214,33495,39161,26967,374,374,471,29746,29702,32526,33506,614,372,26101,27591,368,27923,14419,360,36040,0,360,33500,728,28359,372,28477,28027
MD_6_B11,14488,49,1,1,27635,365,56,0,26166,32316,48,28400,28279,27997,27295,494,1281,494,1,162,28278,339,39581,38960,28541,33737,162,32560,29881,27003,1,28244,494,14463,495,495,33835,33841,32559,32950,28653,28550,33836,33817,29769,400,33841,26938,28659,31958,28547,48,32314,38949,27762,33852,33746,28541,140,35681,28498,177,50,290,114,5,5,26990,38949,520,360,48,1,28282,28538,26214,27639,27997,2,28080,366,1,38960,38826,28278,39463,29807,27147,39900,27542,39000,28403,475,39818,30059,8545,28244,27154,27993,28468,160,0,526,29808,495,27993,4,32315,26974,14490,29996,358,521,26151,494,28282,27992,481,360,27635,404,117,32319,48,495,26805,28538,49,30,32318,29813,32318,32629,27992,39363,33820,14475,14481,49,26939,420,27995,48,33837,1,163,35681,32559,26808,35682,27993,338,39818,27635,33219,130417,27536,351,28282,28268,57,32951,360,28278,33552,39225,27033,288,288,531,29806,29762,32587,33563,494,286,26171,27649,28,27987,14481,0,36101,360,0,33557,608,28422,286,28538,28094
MD_7_B1,33598,33563,33558,33558,34427,33507,33565,33557,33918,31515,33562,34502,33499,33240,33917,33797,34818,33797,33558,33667,33498,33481,37132,36657,34048,239,33676,30208,32130,34133,33558,33462,33797,33585,33798,33798,30655,30663,30207,28011,34160,34055,30656,30649,32100,33527,30663,34040,34168,30864,34054,33553,31513,36880,33357,30674,30536,34049,33675,37109,34593,33684,33564,33574,33671,33562,33562,34119,36880,33616,33502,33562,33558,33502,34045,34069,34431,33230,33559,33797,33508,33558,36893,36562,33498,36491,32054,34274,37273,33904,36942,34505,33612,37358,34690,33637,33462,34281,33236,34563,33578,33557,33622,32055,33798,33236,33561,31514,35160,33602,34209,33500,33615,33504,33797,33505,33237,33620,33502,34427,33500,33674,31518,33562,33798,33930,34045,33563,33565,31517,32060,31517,30273,33235,37574,30652,33587,33591,33563,34041,33516,33239,33562,30659,33558,33677,37109,30207,33933,37110,33236,33480,37358,34427,28213,129823,33893,33491,33502,33488,33562,28012,33500,33498,22,37271,34160,33572,33572,33627,32053,32095,30236,51,33797,33570,33527,34006,33565,33232,33591,33557,37527,33500,33557,0,33911,34527,33570,34045,35085
